Document ID,Document Received Date,Invoice Status,Invoice Type,Invoice Number,Invoice Date,PO Number,Currency,Tax Amount,Invoice Amount,Supplier Name,Bill To
DOC_0000000312,07/14/2025 17:36,Extracted,PO Invoice,31569,06/22/2025,,EUR,58.09,3956.39,"garrison, mccann and moore",Integrate ubiquitous methodologies department cole-keller
DOC_0000000313,04/22/2025 18:41,Extracted,PO Invoice,37347,05/06/2025,755043973.0,MYR,228.6,4510.64,"hall, wright and brown","Engineer b2b functionalities department fields, obrien and ruiz"
DOC_0000000314,07/13/2025 14:20,Partially Extracted,Non-PO Invoice,36691,06/21/2025,,USD,83.6,756.5,nolan group,"Maximize global systems department downs, cruz and peterson"
DOC_0000000315,05/18/2025 23:58,Failed,PO Invoice,31572,05/14/2025,,USD,350.93,4478.78,white ltd,"Repurpose integrated initiatives department williams, garrett and smith"
DOC_0000000316,06/13/2025 09:53,Failed,Non-PO Invoice,34096,06/06/2025,755043131.0,USD,103.58,2563.55,"munoz, lewis and lewis","Grow granular communities department george, wilson and powers"
DOC_0000000317,04/23/2025 23:39,Extracted,PO Invoice,38039,05/30/2025,,USD,116.07,825.41,garner-barnett,"Exploit synergistic content department carson, mclaughlin and hill"
DOC_0000000318,05/17/2025 05:35,Extracted,Non-PO Invoice,32372,05/08/2025,,MYR,475.83,4879.26,lee-mclaughlin,"Brand wireless schemas department smith, lee and bradford"
DOC_0000000319,06/07/2025 01:08,Partially Extracted,Non-PO Invoice,35115,05/22/2025,755043059.0,EUR,55.61,3811.13,"sims, wilson and henderson",Incubate best-of-breed metrics department stein llc
DOC_0000000320,07/05/2025 06:10,Extracted,Non-PO Invoice,34903,05/14/2025,,USD,208.03,1953.71,harper-austin,Monetize cross-platform networks department miller-norton
DOC_0000000321,07/10/2025 01:26,Partially Extracted,Non-PO Invoice,38526,06/11/2025,,INR,224.52,418.75,ballard group,"Grow 24/7 mindshare department phillips, bryan and henry"
DOC_0000000322,06/24/2025 19:50,Partially Extracted,Non-PO Invoice,35275,06/11/2025,,USD,499.43,1480.94,"green, jackson and johnson","Strategize intuitive users department cooper, watson and navarro"
DOC_0000000323,07/07/2025 01:23,Partially Extracted,PO Invoice,31093,07/03/2025,755043344.0,USD,205.0,2624.47,"hooper, luna and stewart",Re-intermediate impactful partnerships department harper and sons
DOC_0000000324,06/25/2025 00:21,Partially Extracted,PO Invoice,32680,04/25/2025,,EUR,187.65,4481.95,smith-beck,Engineer extensible eyeballs department singh plc
DOC_0000000325,04/25/2025 10:25,Partially Extracted,Non-PO Invoice,39837,05/09/2025,755043637.0,MYR,66.69,1755.03,donovan-cooper,"Synergize innovative methodologies department morris, vaughn and peters"
DOC_0000000326,06/13/2025 05:29,Extracted,PO Invoice,39676,04/25/2025,,EUR,14.99,4287.33,morris group,"Reinvent plug-and-play functionalities department wheeler, diaz and washington"
DOC_0000000327,04/25/2025 10:23,Failed,Non-PO Invoice,37098,06/24/2025,,EUR,306.57,4536.17,perez and sons,Innovate collaborative functionalities department johnson llc
DOC_0000000328,04/25/2025 03:07,Partially Extracted,Non-PO Invoice,34307,05/24/2025,,MYR,114.54,1969.31,garcia-ramirez,Grow 24/7 e-tailers department garcia group
DOC_0000000329,07/15/2025 15:56,Extracted,Non-PO Invoice,35826,05/27/2025,755043641.0,INR,30.76,4745.65,singleton-ritter,Streamline interactive e-services department olson-orozco
DOC_0000000330,07/05/2025 14:28,Failed,Non-PO Invoice,38004,07/04/2025,,MYR,87.73,3617.01,mendoza ltd,Engineer cutting-edge web services department mann-patel
DOC_0000000331,05/05/2025 01:47,Extracted,Non-PO Invoice,31700,05/03/2025,,EUR,221.3,4464.74,costa-salazar,Revolutionize world-class action-items department conley group
DOC_0000000332,06/17/2025 14:19,Failed,PO Invoice,35997,07/04/2025,,EUR,288.05,2204.66,"michael, walker and lozano",Incentivize enterprise systems department morris-reyes
DOC_0000000333,05/28/2025 16:18,Extracted,PO Invoice,35382,04/26/2025,,USD,106.57,4999.33,"smith, morales and wilkinson","Aggregate customized systems department graham, rodriguez and gray"
DOC_0000000334,05/28/2025 11:58,Failed,Non-PO Invoice,31841,06/23/2025,,MYR,1.17,4886.8,brown-perry,Expedite proactive methodologies department jones group
DOC_0000000335,07/03/2025 02:10,Extracted,PO Invoice,38404,07/08/2025,755043386.0,USD,493.65,1119.27,mitchell and sons,"Re-intermediate bleeding-edge solutions department castro, ray and santana"
DOC_0000000336,07/07/2025 08:20,Failed,PO Invoice,38600,05/11/2025,,USD,465.56,1216.82,lewis-butler,Disintermediate end-to-end content department ramirez-clements
DOC_0000000337,05/07/2025 15:55,Partially Extracted,PO Invoice,32484,06/21/2025,755043679.0,MYR,377.36,2860.43,torres-marshall,Productize granular initiatives department henry-mason
DOC_0000000338,06/21/2025 22:23,Partially Extracted,Non-PO Invoice,35598,04/26/2025,755043845.0,INR,227.53,2202.97,fuller-byrd,"Whiteboard cross-platform schemas department donaldson, riddle and pena"
DOC_0000000339,05/27/2025 09:48,Failed,PO Invoice,35924,05/19/2025,,USD,186.01,294.42,"duncan, chambers and fischer",Harness clicks-and-mortar networks department esparza ltd
DOC_0000000340,06/09/2025 01:22,Extracted,Non-PO Invoice,34772,07/11/2025,,MYR,34.36,3336.74,chan llc,Empower scalable metrics department whitaker-warner
DOC_0000000341,05/27/2025 15:28,Extracted,Non-PO Invoice,38291,05/31/2025,,USD,314.38,4611.37,collins-henson,"Revolutionize cross-platform vortals department gates, howard and fox"
DOC_0000000342,06/09/2025 16:30,Extracted,Non-PO Invoice,34530,04/21/2025,755043405.0,EUR,340.15,3127.0,wheeler-romero,Re-contextualize virtual web services department meyer-wright
DOC_0000000343,06/12/2025 17:17,Failed,Non-PO Invoice,32257,07/03/2025,755043324.0,MYR,223.39,4126.97,parker and sons,"Benchmark granular relationships department shields, anderson and mack"
DOC_0000000344,06/06/2025 22:41,Extracted,PO Invoice,36626,06/14/2025,,MYR,265.15,1215.71,velasquez-hawkins,Maximize holistic metrics department hayes group
DOC_0000000345,05/19/2025 00:57,Partially Extracted,PO Invoice,30115,05/20/2025,755043416.0,USD,474.49,1363.19,hughes-fields,Strategize frictionless web-readiness department mays-rivers
DOC_0000000346,07/12/2025 11:28,Partially Extracted,PO Invoice,36874,07/03/2025,755043282.0,USD,427.29,344.14,moore plc,"Expedite integrated applications department fritz, davis and clark"
DOC_0000000347,06/24/2025 12:06,Failed,Non-PO Invoice,36597,05/28/2025,,MYR,165.33,3988.19,"cortez, waters and adams",Productize dynamic networks department keller group
DOC_0000000348,07/06/2025 08:24,Failed,PO Invoice,34246,05/06/2025,755043767.0,USD,119.9,3361.96,"lewis, hardy and jacobs","Iterate rich channels department scott, mccullough and todd"
DOC_0000000349,05/14/2025 09:37,Partially Extracted,Non-PO Invoice,32789,07/02/2025,,MYR,264.59,3361.18,lewis-hernandez,"Grow sticky applications department sutton, hansen and ramirez"
DOC_0000000350,06/11/2025 04:22,Partially Extracted,PO Invoice,39202,06/01/2025,755043414.0,INR,274.55,1177.83,graham-larson,Reinvent distributed users department thompson group
DOC_0000000351,06/25/2025 23:25,Extracted,PO Invoice,34728,04/21/2025,755043694.0,USD,234.66,3003.43,stevens group,"Benchmark b2c bandwidth department morton, espinoza and oneill"
DOC_0000000352,05/09/2025 18:28,Extracted,PO Invoice,32432,04/30/2025,,USD,75.84,3998.5,black-farmer,"Empower seamless channels department chandler, long and petty"
DOC_0000000353,06/20/2025 22:54,Failed,Non-PO Invoice,33178,04/27/2025,,INR,93.09,2105.41,wright plc,"Enable strategic e-services department lewis, ibarra and perry"
DOC_0000000354,06/25/2025 09:57,Failed,PO Invoice,33046,06/01/2025,755043915.0,INR,366.02,995.22,serrano llc,Benchmark front-end solutions department allen and sons
DOC_0000000355,04/30/2025 18:18,Failed,Non-PO Invoice,32873,05/23/2025,755043922.0,USD,430.3,3431.51,anderson ltd,Optimize visionary experiences department terry-cruz
DOC_0000000356,07/02/2025 07:59,Partially Extracted,Non-PO Invoice,32904,07/06/2025,,EUR,355.03,2320.3,wilson-dickerson,Re-intermediate virtual paradigms department harding llc
DOC_0000000357,05/19/2025 13:03,Failed,Non-PO Invoice,31227,06/17/2025,755043667.0,EUR,436.67,4208.3,fowler ltd,Monetize robust models department brooks ltd
DOC_0000000358,06/13/2025 16:35,Failed,Non-PO Invoice,34416,07/13/2025,,EUR,247.83,1998.16,hernandez llc,Whiteboard dot-com methodologies department johnson group
DOC_0000000359,05/26/2025 01:42,Partially Extracted,Non-PO Invoice,36972,06/23/2025,,USD,147.75,3181.59,chase llc,"Evolve proactive markets department clark, willis and snyder"
DOC_0000000360,07/06/2025 03:17,Partially Extracted,PO Invoice,34635,06/09/2025,,USD,198.1,3960.24,wright-smith,Benchmark killer methodologies department sharp-taylor
DOC_0000000361,05/28/2025 20:09,Partially Extracted,PO Invoice,34657,05/17/2025,755043152.0,INR,450.96,371.73,"taylor, brown and williams","E-enable world-class experiences department houston, weeks and meadows"
DOC_0000000362,05/01/2025 06:59,Failed,Non-PO Invoice,30709,07/07/2025,,INR,221.12,2506.15,nelson-garcia,"Exploit one-to-one solutions department mckay, miles and wilson"
DOC_0000000363,05/11/2025 13:29,Extracted,PO Invoice,33359,06/05/2025,755043540.0,INR,105.97,1421.5,martinez ltd,Exploit best-of-breed experiences department ramirez inc
DOC_0000000364,06/16/2025 18:14,Failed,PO Invoice,30452,06/06/2025,,MYR,359.5,2013.87,paul-miller,Redefine seamless content department reynolds group
DOC_0000000365,05/06/2025 03:03,Extracted,PO Invoice,38729,06/30/2025,,USD,202.63,3029.23,hall plc,Expedite back-end relationships department simmons llc
DOC_0000000366,05/12/2025 12:43,Partially Extracted,Non-PO Invoice,36943,07/14/2025,755043219.0,EUR,460.2,284.59,james plc,Disintermediate proactive functionalities department donaldson-stark
DOC_0000000367,05/26/2025 20:19,Failed,Non-PO Invoice,37008,04/20/2025,,USD,387.65,2859.92,"walker, lopez and riley",Leverage impactful metrics department jefferson plc
DOC_0000000368,07/03/2025 13:33,Failed,Non-PO Invoice,32051,07/04/2025,755043397.0,INR,362.95,2436.64,"garrett, carroll and davis",Unleash killer vortals department pratt-gonzalez
DOC_0000000369,05/01/2025 18:53,Partially Extracted,PO Invoice,38364,06/02/2025,,EUR,440.21,284.67,cooper-rosario,"Syndicate front-end eyeballs department allen, cook and ingram"
DOC_0000000370,06/06/2025 16:03,Failed,Non-PO Invoice,35272,05/20/2025,,INR,81.75,3762.71,miles-espinoza,Expedite holistic bandwidth department wilkins ltd
DOC_0000000371,07/02/2025 05:42,Extracted,PO Invoice,30275,06/04/2025,,INR,114.76,2831.9,"hicks, bond and mason","Incubate killer communities department brown, sanchez and reynolds"
DOC_0000000372,04/25/2025 02:32,Partially Extracted,PO Invoice,30520,06/06/2025,755043477.0,INR,109.09,239.28,"fisher, roberts and paul","Extend next-generation communities department johnson, anderson and brown"
DOC_0000000373,07/11/2025 06:40,Extracted,Non-PO Invoice,30453,05/25/2025,755043571.0,EUR,444.61,1465.26,"swanson, pham and lewis",Visualize synergistic platforms department shaw llc
DOC_0000000374,07/05/2025 08:19,Extracted,PO Invoice,36027,06/29/2025,,USD,492.27,3095.24,crawford plc,"Scale value-added schemas department long, jones and mullen"
DOC_0000000375,05/31/2025 23:43,Extracted,PO Invoice,33428,06/09/2025,755043680.0,EUR,454.14,405.47,pittman-gonzalez,Visualize world-class markets department roberts ltd
DOC_0000000376,05/17/2025 14:59,Failed,Non-PO Invoice,30867,05/05/2025,755043536.0,INR,366.76,4392.91,"lopez, moody and guerrero",Reinvent turn-key deliverables department bird llc
DOC_0000000377,06/17/2025 00:43,Failed,PO Invoice,35865,07/04/2025,,EUR,490.3,2878.04,"russo, roberts and brown",Seize visionary e-commerce department barnes-finley
DOC_0000000378,06/12/2025 18:18,Failed,PO Invoice,36565,05/03/2025,,USD,300.57,221.84,miller-miranda,Brand b2b niches department grant llc
DOC_0000000379,07/09/2025 13:39,Extracted,Non-PO Invoice,36588,06/18/2025,,USD,33.68,3979.78,lowe-lopez,"Transform visionary infrastructures department freeman, butler and conway"
DOC_0000000380,06/01/2025 07:12,Partially Extracted,PO Invoice,34912,06/24/2025,755043313.0,MYR,77.55,4516.54,henderson llc,Transition real-time roi department horne-harris
DOC_0000000381,07/02/2025 00:42,Partially Extracted,PO Invoice,30729,04/26/2025,755043159.0,EUR,440.4,4173.15,"forbes, duke and chavez",Re-intermediate transparent convergence department gutierrez inc
DOC_0000000382,05/19/2025 15:50,Failed,Non-PO Invoice,37369,04/27/2025,755043064.0,MYR,373.98,3239.14,lucas-fisher,"Repurpose interactive info-mediaries department watson, graham and ford"
DOC_0000000383,07/14/2025 01:44,Partially Extracted,Non-PO Invoice,30811,06/18/2025,,USD,399.46,4994.5,brewer llc,"Disintermediate extensible methodologies department parrish, hoffman and padilla"
DOC_0000000384,06/01/2025 09:10,Extracted,PO Invoice,33331,04/20/2025,,MYR,422.51,2162.0,"martinez, bailey and phillips","Maximize extensible initiatives department mckinney, hall and beltran"
DOC_0000000385,05/15/2025 15:45,Failed,PO Invoice,35213,04/25/2025,,EUR,177.24,1977.51,douglas and sons,Mesh enterprise users department davis llc
DOC_0000000386,06/02/2025 14:16,Partially Extracted,PO Invoice,36970,06/01/2025,,INR,194.98,4694.28,moore and sons,"Exploit intuitive metrics department cole, armstrong and flores"
DOC_0000000387,07/06/2025 18:53,Partially Extracted,Non-PO Invoice,34897,04/19/2025,,INR,249.16,1740.98,"clay, hall and carter","Exploit dot-com technologies department allen, hoffman and flores"
DOC_0000000388,04/23/2025 18:08,Failed,PO Invoice,33365,07/05/2025,,USD,216.03,4508.54,griffith-johnson,"Syndicate end-to-end niches department simmons, nicholson and ryan"
DOC_0000000389,04/19/2025 22:55,Extracted,Non-PO Invoice,34930,05/05/2025,,USD,41.06,4519.65,martinez-rivera,Enhance holistic synergies department rodriguez-chen
DOC_0000000390,06/30/2025 09:06,Failed,PO Invoice,35805,06/30/2025,755043861.0,EUR,72.37,4537.36,davis inc,Whiteboard b2c e-services department thomas llc
DOC_0000000391,05/25/2025 01:55,Failed,Non-PO Invoice,35538,05/06/2025,755043938.0,EUR,485.51,3753.39,powers-carter,"Scale ubiquitous applications department campbell, jones and blair"
DOC_0000000392,05/01/2025 20:21,Partially Extracted,PO Invoice,33633,06/08/2025,755043997.0,MYR,259.83,1076.53,"harper, weaver and woods",Brand killer infrastructures department edwards group
DOC_0000000393,05/29/2025 09:00,Partially Extracted,PO Invoice,30805,06/22/2025,755043738.0,MYR,457.64,2508.71,"booker, brown and butler",Target end-to-end platforms department wright group
DOC_0000000394,06/10/2025 02:17,Partially Extracted,Non-PO Invoice,39875,07/15/2025,,INR,417.01,3503.45,shepherd-williams,Re-intermediate e-business e-services department carson-warren
DOC_0000000395,06/17/2025 16:34,Extracted,PO Invoice,31682,05/15/2025,755043724.0,EUR,401.82,917.61,"anderson, savage and armstrong",Mesh e-business applications department gilbert-doyle
DOC_0000000396,05/31/2025 15:11,Failed,Non-PO Invoice,33718,05/25/2025,,MYR,32.06,1872.95,"villa, austin and orozco",Synergize value-added networks department smith ltd
DOC_0000000397,06/22/2025 15:19,Failed,PO Invoice,34940,05/27/2025,755043818.0,MYR,48.9,4121.94,"jackson, sullivan and harris",Deliver seamless roi department patterson and sons
DOC_0000000398,04/19/2025 04:27,Failed,Non-PO Invoice,39395,06/30/2025,,INR,340.41,318.0,"woodard, johnson and espinoza","Mesh transparent mindshare department cooper, wilson and campbell"
DOC_0000000399,07/07/2025 12:15,Extracted,PO Invoice,32678,04/24/2025,,INR,417.12,2641.02,mcintyre-garner,"Deploy end-to-end mindshare department serrano, powell and washington"
DOC_0000000400,05/17/2025 23:27,Failed,PO Invoice,33432,06/16/2025,755043978.0,EUR,374.34,3158.58,jones-saunders,"Engage web-enabled roi department knight, hudson and walsh"
DOC_0000000401,06/07/2025 23:03,Extracted,PO Invoice,39058,06/29/2025,,USD,187.2,3019.59,"robles, hess and white",Iterate frictionless niches department harris llc
DOC_0000000402,04/25/2025 23:33,Extracted,PO Invoice,30291,07/07/2025,,INR,208.26,1502.47,dominguez-mcdowell,Extend b2b deliverables department james and sons
DOC_0000000403,06/24/2025 22:08,Failed,Non-PO Invoice,30965,05/12/2025,,INR,188.67,2721.93,moore plc,Iterate interactive interfaces department bauer and sons
DOC_0000000404,04/25/2025 20:34,Partially Extracted,Non-PO Invoice,37596,06/06/2025,755043543.0,MYR,40.42,2416.49,"ramsey, duke and flynn",Whiteboard e-business web services department jones-hobbs
DOC_0000000405,06/27/2025 01:46,Failed,Non-PO Invoice,38788,04/20/2025,,EUR,36.59,2703.9,russell-hernandez,Facilitate revolutionary synergies department harris-moore
DOC_0000000406,05/02/2025 21:07,Failed,Non-PO Invoice,39466,05/31/2025,755043682.0,INR,419.52,1907.64,pacheco-casey,Enable interactive paradigms department garcia-simmons
DOC_0000000407,06/13/2025 17:02,Failed,PO Invoice,35385,06/07/2025,755043896.0,MYR,282.51,4428.14,williams inc,"Incentivize strategic info-mediaries department mason, todd and carr"
DOC_0000000408,07/04/2025 21:55,Partially Extracted,Non-PO Invoice,35555,06/14/2025,,USD,136.55,544.67,mathews inc,Benchmark dynamic eyeballs department beck-kennedy
DOC_0000000409,07/14/2025 23:28,Failed,PO Invoice,32794,06/29/2025,,EUR,317.8,1712.98,gomez-wiley,"Evolve turn-key channels department green, jackson and leblanc"
DOC_0000000410,04/27/2025 21:39,Extracted,Non-PO Invoice,31564,06/04/2025,755043662.0,INR,169.86,672.38,"sullivan, burke and alexander",Deliver end-to-end web services department oliver-garcia
DOC_0000000411,04/27/2025 08:42,Partially Extracted,Non-PO Invoice,31567,04/30/2025,755043098.0,USD,204.07,4344.19,"clark, harris and ramos",Monetize end-to-end web-readiness department smith-santiago
DOC_0000000412,05/06/2025 20:52,Failed,Non-PO Invoice,33636,06/25/2025,755043102.0,EUR,395.96,4468.74,brown group,"Incubate killer initiatives department greene, hodges and patterson"
DOC_0000000413,06/23/2025 10:08,Failed,PO Invoice,30490,06/20/2025,,INR,111.24,1338.68,brock-cooper,Mesh transparent paradigms department smith llc
DOC_0000000414,06/26/2025 18:38,Failed,PO Invoice,35268,04/19/2025,,MYR,235.61,802.05,"cooper, lopez and brown",Innovate mission-critical convergence department wagner ltd
DOC_0000000415,07/14/2025 01:05,Partially Extracted,PO Invoice,36108,05/16/2025,,INR,79.17,3854.43,"garcia, peterson and barber","Envisioneer clicks-and-mortar platforms department miller, brown and edwards"
DOC_0000000416,06/01/2025 16:09,Failed,PO Invoice,30950,06/28/2025,,EUR,462.91,1782.05,pearson-coleman,"Matrix ubiquitous supply-chains department perez, stewart and bell"
DOC_0000000417,06/16/2025 03:26,Failed,PO Invoice,30385,07/01/2025,755043309.0,EUR,421.47,2514.35,jackson group,Enable integrated solutions department lewis-larson
DOC_0000000418,04/22/2025 20:07,Partially Extracted,PO Invoice,33201,04/25/2025,755043527.0,MYR,371.83,903.01,osborn group,"Visualize frictionless e-services department bryan, ward and stone"
DOC_0000000419,06/08/2025 17:54,Partially Extracted,PO Invoice,30373,07/04/2025,,MYR,450.37,1623.9,frey group,Incubate proactive technologies department nguyen ltd
DOC_0000000420,07/06/2025 16:45,Extracted,Non-PO Invoice,37162,07/14/2025,755043165.0,MYR,207.21,2882.38,watson-spence,Redefine front-end supply-chains department vega-ramirez
DOC_0000000421,07/17/2025 19:56,Partially Extracted,PO Invoice,34554,04/26/2025,755043062.0,MYR,430.34,4846.86,mueller group,Empower granular technologies department wood-ellis
DOC_0000000422,04/27/2025 11:56,Failed,Non-PO Invoice,36587,07/09/2025,,INR,160.59,4020.14,"montgomery, lewis and roy","Leverage frictionless e-business department perkins, thomas and lowe"
DOC_0000000423,05/01/2025 00:36,Extracted,PO Invoice,30484,06/16/2025,755043641.0,USD,168.14,4470.32,sanchez inc,"Repurpose world-class relationships department taylor, whitaker and cardenas"
DOC_0000000424,04/23/2025 04:13,Partially Extracted,PO Invoice,32097,05/04/2025,,INR,246.52,758.1,moreno ltd,"Mesh transparent action-items department mcdaniel, cisneros and reed"
DOC_0000000425,05/30/2025 08:25,Failed,Non-PO Invoice,32008,05/28/2025,755043105.0,USD,182.09,2395.33,harris ltd,"Incubate strategic infrastructures department smith, lee and owens"
DOC_0000000426,06/01/2025 05:16,Failed,Non-PO Invoice,37992,05/07/2025,755043677.0,MYR,348.6,3097.03,marshall-thompson,"Innovate magnetic portals department prince, perez and villa"
DOC_0000000427,07/09/2025 05:26,Failed,PO Invoice,37438,04/20/2025,755043402.0,MYR,215.0,2383.54,"meadows, hunt and howard","Unleash user-centric e-tailers department foley, campbell and jensen"
DOC_0000000428,07/11/2025 08:55,Failed,PO Invoice,32495,05/16/2025,,INR,444.01,3885.39,bailey group,Integrate interactive experiences department mcfarland plc
DOC_0000000429,05/19/2025 21:49,Extracted,Non-PO Invoice,32417,05/20/2025,755043748.0,EUR,373.93,4803.77,bryan ltd,Enhance turn-key systems department diaz-hamilton
DOC_0000000430,04/20/2025 12:02,Extracted,Non-PO Invoice,37487,04/24/2025,,INR,410.86,2906.44,"mcknight, townsend and george",Aggregate cross-media interfaces department thomas and sons
DOC_0000000431,05/11/2025 18:01,Partially Extracted,Non-PO Invoice,38492,06/20/2025,,MYR,312.02,3334.27,perry plc,Reinvent innovative portals department reed group
DOC_0000000432,06/22/2025 10:40,Partially Extracted,Non-PO Invoice,39884,06/20/2025,,INR,100.09,1872.88,"brown, williams and bryant",Re-intermediate intuitive bandwidth department butler plc
DOC_0000000433,04/25/2025 10:41,Failed,PO Invoice,33139,06/08/2025,755043071.0,EUR,195.06,216.15,king-herman,Innovate cross-platform niches department logan plc
DOC_0000000434,04/23/2025 21:05,Partially Extracted,PO Invoice,38641,06/30/2025,,USD,385.74,2249.77,brown llc,"Empower b2c web services department smith, stephens and fischer"
DOC_0000000435,06/11/2025 15:04,Partially Extracted,Non-PO Invoice,36481,04/25/2025,755043963.0,USD,32.12,232.59,"lee, holder and davis","Deliver clicks-and-mortar infrastructures department andrade, strickland and powell"
DOC_0000000436,06/25/2025 23:30,Failed,PO Invoice,39485,06/11/2025,755043179.0,INR,277.33,1741.82,"owens, gallegos and brown",Synergize viral e-markets department reyes-zimmerman
DOC_0000000437,07/11/2025 19:32,Partially Extracted,PO Invoice,30406,06/24/2025,,EUR,267.3,1536.04,"huffman, parker and skinner",E-enable cross-platform relationships department grant and sons
DOC_0000000438,04/29/2025 00:14,Failed,PO Invoice,37229,07/13/2025,,MYR,241.75,2861.43,weaver group,"Strategize viral deliverables department flores, zimmerman and king"
DOC_0000000439,04/19/2025 17:49,Failed,Non-PO Invoice,38850,06/29/2025,755043447.0,MYR,382.02,734.19,brown inc,"Mesh extensible convergence department shaw, oconnor and griffin"
DOC_0000000440,05/08/2025 19:48,Extracted,PO Invoice,35459,05/02/2025,,INR,434.45,3345.19,guzman inc,Deploy leading-edge interfaces department holt group
DOC_0000000441,04/18/2025 22:17,Failed,Non-PO Invoice,39644,05/28/2025,,USD,203.06,920.62,lin-hernandez,"Deliver granular architectures department ellis, arnold and dickson"
DOC_0000000442,04/20/2025 07:27,Extracted,Non-PO Invoice,36220,06/23/2025,,MYR,171.3,2932.23,wilson-oliver,Matrix impactful solutions department bruce-pham
DOC_0000000443,06/11/2025 07:50,Extracted,Non-PO Invoice,30899,05/13/2025,,USD,286.49,3575.53,turner llc,Scale e-business platforms department watkins-williams
DOC_0000000444,04/29/2025 20:07,Failed,PO Invoice,33055,05/21/2025,755043512.0,USD,49.93,1877.64,brown inc,Mesh end-to-end e-commerce department willis-knight
DOC_0000000445,05/06/2025 04:10,Failed,PO Invoice,39673,05/31/2025,,MYR,202.15,1406.22,stevens-mcdonald,Optimize e-business technologies department joseph-thomas
DOC_0000000446,07/10/2025 09:55,Partially Extracted,PO Invoice,35826,07/14/2025,,USD,351.89,3424.11,weaver llc,"Extend killer methodologies department grant, carr and scott"
DOC_0000000447,04/28/2025 20:10,Failed,Non-PO Invoice,30693,04/30/2025,,MYR,28.5,2783.48,hunter plc,Utilize extensible infrastructures department velez-williamson
DOC_0000000448,05/30/2025 12:35,Partially Extracted,Non-PO Invoice,30110,07/03/2025,,USD,151.25,2405.38,scott-clayton,"Transition collaborative schemas department thompson, rice and chaney"
DOC_0000000449,06/24/2025 01:41,Failed,Non-PO Invoice,39363,04/19/2025,755043936.0,MYR,67.58,1436.46,"miller, ortiz and wright",Re-contextualize bleeding-edge technologies department benjamin-williams
DOC_0000000450,05/01/2025 07:02,Failed,Non-PO Invoice,34583,06/17/2025,,INR,143.78,2975.7,kelly and sons,"Morph global bandwidth department arellano, walker and barrett"
DOC_0000000451,06/12/2025 00:47,Partially Extracted,Non-PO Invoice,38613,05/17/2025,755043903.0,MYR,240.89,3462.4,nelson inc,"Iterate frictionless interfaces department brooks, harrell and campbell"
DOC_0000000452,05/05/2025 19:05,Partially Extracted,Non-PO Invoice,32438,05/15/2025,,USD,242.55,2214.2,snyder llc,Cultivate holistic architectures department olsen-herrera
DOC_0000000453,06/26/2025 02:02,Failed,PO Invoice,36323,07/08/2025,,EUR,143.98,4545.15,"lewis, munoz and rodriguez","Transform end-to-end relationships department johnson, mcneil and marks"
DOC_0000000454,04/26/2025 20:23,Extracted,Non-PO Invoice,34766,07/05/2025,,USD,466.41,1660.1,holden-simpson,Synthesize sticky e-commerce department patton llc
DOC_0000000455,04/30/2025 05:13,Failed,Non-PO Invoice,35102,05/22/2025,755043966.0,MYR,428.98,4640.86,lee plc,Extend out-of-the-box e-tailers department edwards-moreno
DOC_0000000456,04/21/2025 13:35,Partially Extracted,PO Invoice,32679,05/25/2025,755043741.0,MYR,254.61,4548.19,clay ltd,Transform user-centric architectures department johnson-jackson
DOC_0000000457,05/17/2025 03:19,Partially Extracted,PO Invoice,38205,04/21/2025,,INR,389.8,2654.11,cooke-bishop,Optimize plug-and-play metrics department hoffman ltd
DOC_0000000458,07/15/2025 05:04,Failed,Non-PO Invoice,39947,05/26/2025,755043084.0,EUR,19.91,3826.46,"gonzalez, bradley and fox",Cultivate back-end e-commerce department montgomery inc
DOC_0000000459,06/18/2025 07:59,Failed,Non-PO Invoice,30944,06/02/2025,,USD,287.87,4662.86,"quinn, villarreal and lewis",Enhance ubiquitous initiatives department orozco-meyer
DOC_0000000460,06/05/2025 15:41,Extracted,PO Invoice,34440,07/11/2025,755043964.0,INR,419.74,848.31,barber-smith,Transform integrated applications department bradley ltd
DOC_0000000461,06/26/2025 03:45,Extracted,PO Invoice,30172,04/23/2025,,INR,487.14,1795.65,"barton, ray and gibson",Evolve dot-com niches department kirk-huang
DOC_0000000462,05/26/2025 11:11,Extracted,Non-PO Invoice,30197,04/23/2025,755043912.0,MYR,490.75,2852.2,"rivera, perez and smith",Harness back-end e-commerce department mckay-manning
DOC_0000000463,06/28/2025 00:46,Failed,Non-PO Invoice,31406,04/27/2025,755043804.0,EUR,145.02,1992.03,rodriguez-smith,"Integrate cross-platform e-services department thompson, meza and baxter"
DOC_0000000464,06/14/2025 18:07,Extracted,Non-PO Invoice,38283,05/06/2025,,INR,291.38,2091.36,mason llc,Expedite leading-edge methodologies department strickland-ramos
DOC_0000000465,05/29/2025 05:37,Extracted,Non-PO Invoice,34562,05/06/2025,755043416.0,EUR,7.13,3477.69,brown-woods,"Target frictionless web-readiness department luna, dixon and smith"
DOC_0000000466,06/19/2025 08:46,Extracted,Non-PO Invoice,37210,06/12/2025,,MYR,1.89,1924.68,allen group,"Generate dynamic action-items department robinson, taylor and webb"
DOC_0000000467,05/19/2025 17:24,Extracted,Non-PO Invoice,37147,04/25/2025,,USD,206.38,1049.53,"davis, perez and francis",Strategize ubiquitous web-readiness department ramirez-phillips
